,page,country,rev_id,ores_score,FIPS,Name,Type,TimeFrame,Data (M),Population
38188,Elvia Josefina Amador,Hondura,801499755,"{""B"": 0.006097017779090234, ""C"": 0.008309748210699146, ""FA"": 0.0011568374811262072, ""GA"": 0.0023487349983341357, ""Start"": 0.01598093195333814, ""Stub"": 0.9661067295774121}",,,,,,
38279,Dmitry Sanakoyev,South Ossetian,801560549,"{""B"": 0.19070546569152516, ""C"": 0.3224439807192694, ""FA"": 0.005251366347232823, ""GA"": 0.010370397630959783, ""Start"": 0.4599139803627047, ""Stub"": 0.01131480924830822}",,,,,,
38283,Emma Hippolyte,Saint Lucian,801563305,"{""B"": 0.01220841535920952, ""C"": 0.02336533730637098, ""FA"": 0.0020261698288006084, ""GA"": 0.005178474687003516, ""Start"": 0.30126553179429544, ""Stub"": 0.6559560710243201}",,,,,,
38286,Emma Kruse Va'ai,Samoan,801564093,"{""B"": 0.041751654628207006, ""C"": 0.10703514275542562, ""FA"": 0.004799479099069184, ""GA"": 0.013969910042536943, ""Start"": 0.5867719621543649, ""Stub"": 0.24567185132039646}",,,,,,
38290,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,"{""B"": 0.19986228249935492, ""C"": 0.7353343711599453, ""FA"": 0.007264909853261031, ""GA"": 0.02782776271569554, ""Start"": 0.026600522849052958, ""Stub"": 0.0031101509226903147}",,,,,,
38322,Túpac Amaru,Incan,801587917,"{""B"": 0.1582391675054304, ""C"": 0.7529846764199216, ""FA"": 0.00649975157317049, ""GA"": 0.007299340962373229, ""Start"": 0.0719355639271782, ""Stub"": 0.0030414996119260303}",,,,,,
38369,Falima Teao,Tokelauan,801630990,"{""B"": 0.01012018154228283, ""C"": 0.0129108482078206, ""FA"": 0.0018093255126147873, ""GA"": 0.0030028676933662158, ""Start"": 0.05327020255068198, ""Stub"": 0.9188865744932335}",,,,,,
38386,Kristina Háfoss,Faroese,801638146,"{""B"": 0.16231847559881904, ""C"": 0.3706077691369535, ""FA"": 0.005123510362692543, ""GA"": 0.04859877078439551, ""Start"": 0.4063192176767472, ""Stub"": 0.00703225644039228}",,,,,,
38451,Sam Levy,Rhodesian,801716406,"{""B"": 0.1668779680468441, ""C"": 0.2777805225901198, ""FA"": 0.006080707576108245, ""GA"": 0.0341679709089027, ""Start"": 0.49332375355494695, ""Stub"": 0.021769077323078243}",,,,,,
38453,Humphrey Gibbs,Rhodesian,801718040,"{""B"": 0.20792501232390742, ""C"": 0.6278187977059797, ""FA"": 0.009684296260853183, ""GA"": 0.05918349243146614, ""Start"": 0.08817426517976179, ""Stub"": 0.007214136098031682}",,,,,,
38493,Tupua Tamasese,Samoan,801746626,"{""B"": 0.031207075345782185, ""C"": 0.055664524326418593, ""FA"": 0.0038425218651363343, ""GA"": 0.007838944760919576, ""Start"": 0.4367437786035443, ""Stub"": 0.46470315509819893}",,,,,,
38504,Joseph Okito,"Congo, Dem. Rep. of",801770255,"{""B"": 0.0782028672356817, ""C"": 0.2561757382009795, ""FA"": 0.005904481396542874, ""GA"": 0.014873765169361822, ""Start"": 0.6058128156530445, ""Stub"": 0.039030332344389726}",,,,,,
38515,P. K. van der Byl,Rhodesian,801795215,"{""B"": 0.14399048439659531, ""C"": 0.050155163545939074, ""FA"": 0.4155629624535174, ""GA"": 0.37289429925055595, ""Start"": 0.012470547393200714, ""Stub"": 0.004926542960191327}",,,,,,
38570,Savo Klimovski,Macedonia,801846630,"{""B"": 0.008372888288831929, ""C"": 0.009923731527587569, ""FA"": 0.001403432669941437, ""GA"": 0.002527625222760109, ""Start"": 0.03853105549434745, ""Stub"": 0.9392412667965315}",,,,,,
38580,Henry Hugh Clifford,Cape Colony,801856640,"{""B"": 0.10354663689572885, ""C"": 0.4839077473164466, ""FA"": 0.005276520852530546, ""GA"": 0.03004213361545031, ""Start"": 0.3696232708675681, ""Stub"": 0.007603690452275676}",,,,,,
38602,Clifford Dupont,Rhodesian,801876681,"{""B"": 0.28062826670714697, ""C"": 0.5541971187983494, ""FA"": 0.023576849219228698, ""GA"": 0.09749500468485911, ""Start"": 0.03917573063140384, ""Stub"": 0.004927029959011934}",,,,,,
38603,Krugersdorp,South African Republic,801877418,"{""B"": 0.22632621592883997, ""C"": 0.6788232169493787, ""FA"": 0.0044743149544419205, ""GA"": 0.013741063332113064, ""Start"": 0.07307052175068598, ""Stub"": 0.0035646670845404026}",,,,,,
38671,James Tennant Molteno,Cape Colony,801935094,"{""B"": 0.3445109154073944, ""C"": 0.5488095128640031, ""FA"": 0.028603752602296303, ""GA"": 0.04468128288145389, ""Start"": 0.028221413961677582, ""Stub"": 0.005173122283174656}",,,,,,
38676,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,"{""B"": 0.29050548089627243, ""C"": 0.6105662370533956, ""FA"": 0.010342342673490325, ""GA"": 0.04335782416528288, ""Start"": 0.04017935555603181, ""Stub"": 0.005048759655526905}",,,,,,
38687,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,"{""B"": 0.0491056862626695, ""C"": 0.1406424598883623, ""FA"": 0.002848928354010734, ""GA"": 0.004748753691962215, ""Start"": 0.7839976958322094, ""Stub"": 0.01865647597078578}",,,,,,
38693,Tupua Tamasese Lealofi III,Samoan,801944573,"{""B"": 0.02365105232408112, ""C"": 0.05201857380809664, ""FA"": 0.004379867520116033, ""GA"": 0.008660408650501291, ""Start"": 0.5422526459006096, ""Stub"": 0.3690374517965952}",,,,,,
38708,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,"{""B"": 0.07914019433320188, ""C"": 0.19045407981874637, ""FA"": 0.005067368755468467, ""GA"": 0.009284051428898559, ""Start"": 0.6756102150011571, ""Stub"": 0.040444090662527396}",,,,,,
38719,Adriana Krnáčová,Czech Republic,801972898,"{""B"": 0.034147335237963566, ""C"": 0.0768798439143293, ""FA"": 0.0031218746919077413, ""GA"": 0.009600348484635658, ""Start"": 0.7381420834713177, ""Stub"": 0.1381085141998459}",,,,,,
38753,Marlon Tábora Muñoz,Hondura,802009929,"{""B"": 0.2451868958165538, ""C"": 0.5313874953436618, ""FA"": 0.004932860151815093, ""GA"": 0.028181918068114653, ""Start"": 0.1850618258231892, ""Stub"": 0.005249004796665468}",,,,,,
38755,Olaf Frederick Nelson,Samoan,802011301,"{""B"": 0.21117292692406398, ""C"": 0.2872073662085215, ""FA"": 0.0057868063754659685, ""GA"": 0.008550609942287625, ""Start"": 0.4635370327602315, ""Stub"": 0.023745257789429396}",,,,,,
38758,Ondřej Liška,Czech Republic,802013967,"{""B"": 0.008736067811603418, ""C"": 0.011233203595086755, ""FA"": 0.0015528363733146337, ""GA"": 0.002489633886669642, ""Start"": 0.06238684460720309, ""Stub"": 0.9136014137261226}",,,,,,
38772,Zhiuli Shartava,Abkhazia,802029007,"{""B"": 0.052440025408969075, ""C"": 0.18388340263283803, ""FA"": 0.004520034969633003, ""GA"": 0.007990527093112789, ""Start"": 0.7219741165276392, ""Stub"": 0.02919189336780791}",,,,,,
38788,List of heads of government of Ivory Coast,Ivorian,802048749,"{""B"": 0.10384756563199424, ""C"": 0.3217306376459432, ""FA"": 0.008255868293901087, ""GA"": 0.019551239268027442, ""Start"": 0.4780119457765694, ""Stub"": 0.06860274338356454}",,,,,,
38797,Marcel Chládek,Czech Republic,802054500,"{""B"": 0.008221965664935509, ""C"": 0.010622500012054947, ""FA"": 0.0015835354457276703, ""GA"": 0.0023640606004965365, ""Start"": 0.038646160233407625, ""Stub"": 0.9385617780433777}",,,,,,
38798,Miroslava Kopicová,Czech Republic,802055280,"{""B"": 0.009259824933215614, ""C"": 0.013873836129189285, ""FA"": 0.001804877232404042, ""GA"": 0.0034975366161507093, ""Start"": 0.048777728294331885, ""Stub"": 0.9227861967947084}",,,,,,
38799,Milan Chovanec,Czech Republic,802060218,"{""B"": 0.011653173768917436, ""C"": 0.024476282010931542, ""FA"": 0.002271998437930012, ""GA"": 0.005276953771111924, ""Start"": 0.1286248199639577, ""Stub"": 0.8276967720471514}",,,,,,
38800,František Bublan,Czech Republic,802060471,"{""B"": 0.01424728628828261, ""C"": 0.02774654711476448, ""FA"": 0.0025762617024098094, ""GA"": 0.005465947161134261, ""Start"": 0.19280494539571771, ""Stub"": 0.7571590123376912}",,,,,,
38805,Jiří Dienstbier Jr.,Czech Republic,802069244,"{""B"": 0.28892437487908756, ""C"": 0.6035058791987535, ""FA"": 0.04191926491645722, ""GA"": 0.04881647596101624, ""Start"": 0.013089608124405041, ""Stub"": 0.003744396920280354}",,,,,,
38812,Estanislau da Silva,East Timorese,802072802,"{""B"": 0.15167942522403755, ""C"": 0.4341498435883864, ""FA"": 0.00482522948360138, ""GA"": 0.007938037336640604, ""Start"": 0.3912175229448039, ""Stub"": 0.010189941422530213}",,,,,,
38815,Antonio Saca,Salvadoran,802075785,"{""B"": 0.14119734776443194, ""C"": 0.7567687496948231, ""FA"": 0.004290465364965783, ""GA"": 0.021672428855463683, ""Start"": 0.07310014300830729, ""Stub"": 0.0029708653120081893}",,,,,,
38887,Labotsibeni Mdluli,Swaziland,802149787,"{""B"": 0.18660573947047251, ""C"": 0.5863570807008311, ""FA"": 0.011529283581295768, ""GA"": 0.00963317450154087, ""Start"": 0.2011655478119312, ""Stub"": 0.004709173933928628}",,,,,,
38891,Lance Smith (politician),Rhodesian,802151785,"{""B"": 0.2614034571155407, ""C"": 0.2786960236341965, ""FA"": 0.014693197423042417, ""GA"": 0.40587975219067735, ""Start"": 0.030513412544645926, ""Stub"": 0.008814157091897052}",,,,,,
38893,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,"{""B"": 0.21682851523326524, ""C"": 0.4278808661161879, ""FA"": 0.011970409334757426, ""GA"": 0.046461127779847115, ""Start"": 0.27589591507267003, ""Stub"": 0.020963166463272172}",,,,,,
38927,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,"{""B"": 0.12589877454307494, ""C"": 0.3801397462136916, ""FA"": 0.007905582166150456, ""GA"": 0.012043705909234004, ""Start"": 0.4317099333120877, ""Stub"": 0.04230225785576127}",,,,,,
38939,Va'aletoa Sualauvi II,Samoan,802218035,"{""B"": 0.0548284272784424, ""C"": 0.18590359049199118, ""FA"": 0.005069339463112874, ""GA"": 0.014428853313242396, ""Start"": 0.6041391446941793, ""Stub"": 0.135630644759032}",,,,,,
38976,Eustace John,Saint Kitts and Nevis,802273418,"{""B"": 0.011851281455475243, ""C"": 0.01667493651761213, ""FA"": 0.002111087020859027, ""GA"": 0.0036568982316903986, ""Start"": 0.14668882351542212, ""Stub"": 0.8190169732589411}",,,,,,
39023,Said bin Taimur,Omani,802317488,"{""B"": 0.1741886248854619, ""C"": 0.5904338529120168, ""FA"": 0.0057051093436520225, ""GA"": 0.043469568479846926, ""Start"": 0.17866446617500814, ""Stub"": 0.00753837820401438}",,,,,,
39062,Táňa Fischerová,Czech Republic,802360196,"{""B"": 0.13729705791502997, ""C"": 0.41990773011924315, ""FA"": 0.0067858195878650945, ""GA"": 0.12359296819073701, ""Start"": 0.30376323928101606, ""Stub"": 0.008653184906108679}",,,,,,
39067,Václav Jehlička,Czech Republic,802365998,"{""B"": 0.009069791771531338, ""C"": 0.011307831944187163, ""FA"": 0.001637637864268939, ""GA"": 0.002602979495824304, ""Start"": 0.08370234997796328, ""Stub"": 0.891679408946225}",,,,,,
39074,Michel Amani N'Guessan,Ivorian,802374350,"{""B"": 0.01704255636072806, ""C"": 0.035949926312681985, ""FA"": 0.0030464954752743734, ""GA"": 0.011857293584016227, ""Start"": 0.2984906919695284, ""Stub"": 0.6336130362977709}",,,,,,
39105,Richard Weston (treasurer),Guernsey,802409654,"{""B"": 0.20227461652785098, ""C"": 0.47043992702675164, ""FA"": 0.014428463882680771, ""GA"": 0.0844645195691579, ""Start"": 0.21586440757423986, ""Stub"": 0.0125280654193189}",,,,,,
39106,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,"{""B"": 0.03498845555792899, ""C"": 0.08671147583035962, ""FA"": 0.00414258017527345, ""GA"": 0.011653442871777175, ""Start"": 0.6945655640073443, ""Stub"": 0.1679384815573165}",,,,,,
39119,Viliam Široký,Czech Republic,802416926,"{""B"": 0.015470559651708137, ""C"": 0.024538224379766504, ""FA"": 0.0028749795532889734, ""GA"": 0.004850764982826687, ""Start"": 0.20206915418048313, ""Stub"": 0.7501963172519265}",,,,,,
39319,Sirið Stenberg,Faroese,802476681,"{""B"": 0.041514656953739106, ""C"": 0.09507197083009608, ""FA"": 0.00466892106885485, ""GA"": 0.008518791912880911, ""Start"": 0.7370355323022865, ""Stub"": 0.11319012693214271}",,,,,,
39347,Eyðgunn Samuelsen,Faroese,802515495,"{""B"": 0.01670010282834436, ""C"": 0.0365622925054496, ""FA"": 0.0031938042332518932, ""GA"": 0.006384391315790307, ""Start"": 0.4862254564778278, ""Stub"": 0.4509339526393361}",,,,,,
39371,Miroslav Lidinský,Czech Republic,802531379,"{""B"": 0.21443856880053463, ""C"": 0.34604116387329986, ""FA"": 0.006871911532239828, ""GA"": 0.024475680436510265, ""Start"": 0.40107694493806767, ""Stub"": 0.007095730419347681}",,,,,,
39374,Peter Crill,Jersey,802532217,"{""B"": 0.2827450342719851, ""C"": 0.5566344101206174, ""FA"": 0.015137973642537423, ""GA"": 0.07567735265616143, ""Start"": 0.06310239302672321, ""Stub"": 0.006702836281975395}",,,,,,
39521,Akhmad Kadyrov,Chechen,802665757,"{""B"": 0.12586972014361433, ""C"": 0.7057753961695892, ""FA"": 0.006691057114820645, ""GA"": 0.0383905622187549, ""Start"": 0.11769753063209272, ""Stub"": 0.005575733721128149}",,,,,,
39615,Kang Kum-sil,South Korean,802728876,"{""B"": 0.009228941955875567, ""C"": 0.010584817001673633, ""FA"": 0.0016244881943533805, ""GA"": 0.0025058087230013025, ""Start"": 0.044365352842039685, ""Stub"": 0.9316905912830565}",,,,,,
39661,José Ramos-Horta,East Timorese,802765398,"{""B"": 0.15673675311448437, ""C"": 0.7560649862167436, ""FA"": 0.030538690334828044, ""GA"": 0.04701428916934088, ""Start"": 0.007157808274762627, ""Stub"": 0.0024874728898405594}",,,,,,
39725,Petr Cibulka,Czech Republic,802834939,"{""B"": 0.06852891797498899, ""C"": 0.34923834232971995, ""FA"": 0.0031737117298708314, ""GA"": 0.008699716938334523, ""Start"": 0.564776533787898, ""Stub"": 0.005582777239187625}",,,,,,
39752,Faumuina Tiatia Liuga,Samoan,802850235,"{""B"": 0.02521298938066245, ""C"": 0.04673464512343898, ""FA"": 0.004006743449057489, ""GA"": 0.010709735485164955, ""Start"": 0.618658700095238, ""Stub"": 0.29467718646643815}",,,,,,
39790,Anna Šabatová,Czech Republic,802875800,"{""B"": 0.009110361934290151, ""C"": 0.014148375121251883, ""FA"": 0.0017079980068246666, ""GA"": 0.003588737762983306, ""Start"": 0.05677782589455469, ""Stub"": 0.9146667012800953}",,,,,,
39794,Vadim Brovtsev,South Ossetian,802882186,"{""B"": 0.30368383047176745, ""C"": 0.3062160279071267, ""FA"": 0.012943495294157403, ""GA"": 0.3423239269651157, ""Start"": 0.029432520155195534, ""Stub"": 0.005400199206637193}",,,,,,
39802,Jeanne Gervais,Ivorian,802893546,"{""B"": 0.012827347515598515, ""C"": 0.02500883710568251, ""FA"": 0.0021859763495541275, ""GA"": 0.004886548732308862, ""Start"": 0.18690980483796435, ""Stub"": 0.7681814854588916}",,,,,,
39803,Gladys Anoma,Ivorian,802893568,"{""B"": 0.011204764159842256, ""C"": 0.024158837465745486, ""FA"": 0.0019806319463183193, ""GA"": 0.004736387498180445, ""Start"": 0.13066872711904462, ""Stub"": 0.827250651810869}",,,,,,
39810,"John Carteret, 2nd Earl Granville",Jersey,802912550,"{""B"": 0.1349514839600003, ""C"": 0.7960007147308564, ""FA"": 0.0065645867695003635, ""GA"": 0.005273915250624546, ""Start"": 0.054239643554885655, ""Stub"": 0.002969655734132519}",,,,,,
39835,Edva Jacobsen,Faroese,802925425,"{""B"": 0.011397273384380381, ""C"": 0.021938322788179608, ""FA"": 0.0019521561299048434, ""GA"": 0.0050808881838165605, ""Start"": 0.057478069064944036, ""Stub"": 0.9021532904487745}",,,,,,
39840,Desmond Lardner-Burke,Rhodesian,802930161,"{""B"": 0.42592284283518306, ""C"": 0.39697525604478173, ""FA"": 0.0070179916048000324, ""GA"": 0.05727093045639582, ""Start"": 0.10561558281283172, ""Stub"": 0.007197396246007479}",,,,,,
39864,Hugo Lindo,Salvadoran,802944082,"{""B"": 0.13649729815535086, ""C"": 0.31295530730129506, ""FA"": 0.00523050027712192, ""GA"": 0.03357314990194721, ""Start"": 0.49053050018750977, ""Stub"": 0.021213244176775153}",,,,,,
39869,Dzhokhar Dudayev,Chechen,802950350,"{""B"": 0.25429866302642, ""C"": 0.6257489072931101, ""FA"": 0.020799272177751495, ""GA"": 0.06410132106427932, ""Start"": 0.03176140810345991, ""Stub"": 0.0032904283349791622}",,,,,,
39871,Marco Aurelio Soto,Hondura,802955117,"{""B"": 0.04421506395433066, ""C"": 0.05336276007029869, ""FA"": 0.004785910921595484, ""GA"": 0.007209671652077893, ""Start"": 0.7909067590169279, ""Stub"": 0.0995198343847694}",,,,,,
39875,Park Yong-ok,South Korean,802955917,"{""B"": 0.008289085010456798, ""C"": 0.011743866273971651, ""FA"": 0.0014327720382531868, ""GA"": 0.003271812523010293, ""Start"": 0.06768976076126282, ""Stub"": 0.9075727033930453}",,,,,,
39917,Yuri Voronov,Abkhazia,803018106,"{""B"": 0.011417942336027628, ""C"": 0.01826558145634338, ""FA"": 0.0021869900185621256, ""GA"": 0.004874549876814556, ""Start"": 0.09222908916766011, ""Stub"": 0.8710258471445922}",,,,,,
39943,Fernando de Araújo (East Timorese politician),East Timorese,803043434,"{""B"": 0.17944057374210817, ""C"": 0.4337057773767395, ""FA"": 0.005292309654080131, ""GA"": 0.03262512289508367, ""Start"": 0.3408077381220051, ""Stub"": 0.008128478209983513}",,,,,,
40000,Alajdin Demiri,Macedonia,803102189,"{""B"": 0.014744983946993702, ""C"": 0.027677301526370785, ""FA"": 0.002949215091133653, ""GA"": 0.0062044301335220115, ""Start"": 0.3038580097171865, ""Stub"": 0.6445660595847933}",,,,,,
40038,Aksel V. Johannesen,Faroese,803145744,"{""B"": 0.15983565198904554, ""C"": 0.40136413315136515, ""FA"": 0.005944470674781804, ""GA"": 0.013425429002847749, ""Start"": 0.4024696186718491, ""Stub"": 0.016960696510110753}",,,,,,
40070,Ilyas Akhmadov,Chechen,803177211,"{""B"": 0.13160896337242947, ""C"": 0.15815342097929821, ""FA"": 0.004198481583331638, ""GA"": 0.007845368566208974, ""Start"": 0.6802267849200079, ""Stub"": 0.017966980578723764}",,,,,,
40071,Leander Starr Jameson,Cape Colony,803177433,"{""B"": 0.30318298303524716, ""C"": 0.5889967292658305, ""FA"": 0.052204687090252236, ""GA"": 0.03082024601022097, ""Start"": 0.020430923439038826, ""Stub"": 0.004364431159410347}",,,,,,
40164,Henry Bartle Frere,Cape Colony,803288472,"{""B"": 0.4028713537070536, ""C"": 0.332941862530929, ""FA"": 0.10297901055499567, ""GA"": 0.13212314829986263, ""Start"": 0.02347145710435606, ""Stub"": 0.005613167802803092}",,,,,,
40180,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,"{""B"": 0.174464922259147, ""C"": 0.7508537407393923, ""FA"": 0.01649891908888121, ""GA"": 0.037770873435477664, ""Start"": 0.017177842084734576, ""Stub"": 0.003233702392367027}",,,,,,
40207,Adolph Aloys von Braun,Czech Republic,803332354,"{""B"": 0.15625566417096973, ""C"": 0.556005666877676, ""FA"": 0.006521880135410695, ""GA"": 0.00873717094015508, ""Start"": 0.26615870334434405, ""Stub"": 0.006320914531444285}",,,,,,
40210,Pierre Mulele,"Congo, Dem. Rep. of",803335436,"{""B"": 0.10282573459689878, ""C"": 0.6358365167929381, ""FA"": 0.004876692298153114, ""GA"": 0.019642780650816864, ""Start"": 0.23197367112096706, ""Stub"": 0.004844604540226107}",,,,,,
40251,Jeon Hye-sook,South Korean,803383030,"{""B"": 0.019226869919872696, ""C"": 0.04745171777984533, ""FA"": 0.002890265301501061, ""GA"": 0.006263855344949821, ""Start"": 0.16320079412140892, ""Stub"": 0.7609664975324221}",,,,,,
40256,Toke Talagi,Niuean,803392432,"{""B"": 0.22762348924670078, ""C"": 0.491469978042508, ""FA"": 0.005749074909993305, ""GA"": 0.059952906614737476, ""Start"": 0.20593350503835256, ""Stub"": 0.00927104614770776}",,,,,,
40279,Darius J. Pearce,Jersey,803416400,"{""B"": 0.304636194392295, ""C"": 0.6366046629844391, ""FA"": 0.005157008574232047, ""GA"": 0.016315835298662745, ""Start"": 0.034001717579889526, ""Stub"": 0.003284581170481468}",,,,,,
40291,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,"{""B"": 0.2863859515860484, ""C"": 0.4519725469932434, ""FA"": 0.008714830479191558, ""GA"": 0.09414183364988495, ""Start"": 0.15392784618483935, ""Stub"": 0.004856991106792195}",,,,,,
40309,Dana Bérová,Czech Republic,803438779,"{""B"": 0.008515046231662228, ""C"": 0.01262689206865935, ""FA"": 0.0015924551618652942, ""GA"": 0.0032932999056840997, ""Start"": 0.04713306444770419, ""Stub"": 0.9268392421844249}",,,,,,
40343,Ruslan Gelayev,Chechen,803469952,"{""B"": 0.3935898150062785, ""C"": 0.29120833605903645, ""FA"": 0.09127789068188694, ""GA"": 0.1922736877534106, ""Start"": 0.02454638075486972, ""Stub"": 0.007103889744517712}",,,,,,
40458,Pachacuti,Incan,803601556,"{""B"": 0.38003240430848323, ""C"": 0.4613270500531711, ""FA"": 0.007871168285146984, ""GA"": 0.07244220238259168, ""Start"": 0.0728479446431733, ""Stub"": 0.005479230327433765}",,,,,,
40465,Head of the Republic of Dagestan,Dagestani,803611453,"{""B"": 0.029619740747699564, ""C"": 0.06623855890991476, ""FA"": 0.0045905080768618035, ""GA"": 0.00666645583636754, ""Start"": 0.5371887589265597, ""Stub"": 0.3556959775025964}",,,,,,
40475,Taur Matan Ruak,East Timorese,803615826,"{""B"": 0.23068036638095102, ""C"": 0.575438115546795, ""FA"": 0.00890825352147254, ""GA"": 0.05469972877384486, ""Start"": 0.12314528803758228, ""Stub"": 0.0071282477393542305}",,,,,,
40478,"Henry Loch, 1st Baron Loch",Cape Colony,803618569,"{""B"": 0.246632703065443, ""C"": 0.6001237143691147, ""FA"": 0.009326949821625087, ""GA"": 0.09323687971615652, ""Start"": 0.04530277571490646, ""Stub"": 0.005376977312754276}",,,,,,
40481,John Bredenkamp,Rhodesian,803620246,"{""B"": 0.11500408858648554, ""C"": 0.4925970226563205, ""FA"": 0.00404508201334085, ""GA"": 0.008925403284274968, ""Start"": 0.37484289362470213, ""Stub"": 0.004585509834876088}",,,,,,
40513,Djóni í Geil,Faroese,803656387,"{""B"": 0.046525543718753934, ""C"": 0.06584548208587028, ""FA"": 0.006841316043129005, ""GA"": 0.013121141735105665, ""Start"": 0.5100920947571957, ""Stub"": 0.3575744216599453}",,,,,,
40516,František Palacký,Czech Republic,803658529,"{""B"": 0.283271233379144, ""C"": 0.5574106383612387, ""FA"": 0.007004248670419272, ""GA"": 0.008829903268069027, ""Start"": 0.13698440644650967, ""Stub"": 0.006499569874619307}",,,,,,
40522,Lúcia Lobato,East Timorese,803664269,"{""B"": 0.04323544279792126, ""C"": 0.0769128584955444, ""FA"": 0.0047857617488542975, ""GA"": 0.009585642227939856, ""Start"": 0.7236339140092353, ""Stub"": 0.14184638072050493}",,,,,,
40533,Schafik Handal,Salvadoran,803674894,"{""B"": 0.08235547843986961, ""C"": 0.14706833501483144, ""FA"": 0.004121837398231467, ""GA"": 0.006731887130623577, ""Start"": 0.7418355216534505, ""Stub"": 0.017886940362993337}",,,,,,
40561,Miroslav Kostelka,Czech Republic,803709959,"{""B"": 0.008554980224903646, ""C"": 0.01498934996102621, ""FA"": 0.001833107704326583, ""GA"": 0.0038309052022008332, ""Start"": 0.06411739671130756, ""Stub"": 0.9066742601962351}",,,,,,
40581,John Compton,Saint Lucian,803737879,"{""B"": 0.45396455334723024, ""C"": 0.40478569155484223, ""FA"": 0.03706322522758956, ""GA"": 0.08976787554108005, ""Start"": 0.01096027671093313, ""Stub"": 0.0034583776183250113}",,,,,,
40671,Martin Barták,Czech Republic,803793256,"{""B"": 0.010140411806339412, ""C"": 0.015257425513737268, ""FA"": 0.001979086441130292, ""GA"": 0.003968048252668224, ""Start"": 0.04930282329541293, ""Stub"": 0.919352204690712}",,,,,,
40673,Karolína Peake,Czech Republic,803794383,"{""B"": 0.029893989305597123, ""C"": 0.10135429447850497, ""FA"": 0.0033683487481955612, ""GA"": 0.007462872399517944, ""Start"": 0.7840995396813871, ""Stub"": 0.07382095538679713}",,,,,,
40681,Arnoldo José Avilés García,Hondura,803808871,"{""B"": 0.006958708581782251, ""C"": 0.007464934452879775, ""FA"": 0.0012279966238084399, ""GA"": 0.0019127150288593925, ""Start"": 0.01875871861372221, ""Stub"": 0.9636769266989481}",,,,,,
40698,Robert Guéï,Ivorian,803820918,"{""B"": 0.07728128588714601, ""C"": 0.27253398848440485, ""FA"": 0.004774040977133649, ""GA"": 0.009557392130675147, ""Start"": 0.5860242019747374, ""Stub"": 0.049829090545902906}",,,,,,
40701,List of heads of state of Ivory Coast,Ivorian,803821448,"{""B"": 0.13719460974197137, ""C"": 0.38221103168351417, ""FA"": 0.007956333206604233, ""GA"": 0.017666957280366182, ""Start"": 0.4142115109902446, ""Stub"": 0.040759557097299316}",,,,,,
40715,Coronado Chávez,Hondura,803835401,"{""B"": 0.00638629682745271, ""C"": 0.007159743015799473, ""FA"": 0.0011494551717142736, ""GA"": 0.0017988068345202962, ""Start"": 0.015444135951650869, ""Stub"": 0.9680615621988624}",,,,,,
40717,Florencio Xatruch,Hondura,803835755,"{""B"": 0.324643983175532, ""C"": 0.1031301713263382, ""FA"": 0.004994313066643806, ""GA"": 0.007713157970666583, ""Start"": 0.5395516609254416, ""Stub"": 0.019966713535377902}",,,,,,
40718,Ramón Villeda Morales,Hondura,803836305,"{""B"": 0.05760836383556057, ""C"": 0.1666850212451716, ""FA"": 0.0063991412154175515, ""GA"": 0.009406962070953795, ""Start"": 0.6498082888757833, ""Stub"": 0.11009222275711311}",,,,,,
40719,Roberto Suazo Córdova,Hondura,803836472,"{""B"": 0.011390129829189556, ""C"": 0.02494611793300109, ""FA"": 0.0020499152282575346, ""GA"": 0.0037771001485844115, ""Start"": 0.06059518862688513, ""Stub"": 0.8972415482340822}",,,,,,
40720,Rafael Leonardo Callejas Romero,Hondura,803836551,"{""B"": 0.13144719475693162, ""C"": 0.7575286752427445, ""FA"": 0.005426631936044345, ""GA"": 0.026374670871471443, ""Start"": 0.07401497129940399, ""Stub"": 0.0052078558934041735}",,,,,,
40721,Kim Un-yong,South Korean,803838269,"{""B"": 0.15004841814372183, ""C"": 0.27507968224958884, ""FA"": 0.0063168217140189995, ""GA"": 0.0428908707013452, ""Start"": 0.4886036951495547, ""Stub"": 0.03706051204177028}",,,,,,
40791,Francis Dundas,Cape Colony,803908887,"{""B"": 0.05202942448975561, ""C"": 0.15037705765786544, ""FA"": 0.004190591132509458, ""GA"": 0.00783438673630823, ""Start"": 0.7501448943027947, ""Stub"": 0.03542364568076645}",,,,,,
40801,Kenny Anthony,Saint Lucian,803917686,"{""B"": 0.13158936957703668, ""C"": 0.5718968961450491, ""FA"": 0.004068569376399261, ""GA"": 0.011416153002904984, ""Start"": 0.27745683785525, ""Stub"": 0.0035721740433599957}",,,,,,
